profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p00141,2024,2395,0.8208015311144327,55,male,black or african american,not hispanic,high school,"$150,000 to $169,999",3,working class,south,NA,strong democrat,"moderate, middle of the road",protestant,yes,NA,NA
p00142,2024,214,2.10964451722915,19,male,hispanic,"mexican, mexican american, chicano/a",high school,"$3,000 to $3,999",4,working class,west,NA,"independent (neither, no response)","moderate, middle of the road",catholic,no,NA,NA
p00143,2021,3614,1.453602631925969,27,female,white,not hispanic,high school,"$25,000 to $29,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",slightly liberal,none,no,NA,a great deal
p00144,2022,2994,0.9686607748954651,25,female,white,not hispanic,high school,"$35,000 to $39,999",3,working class,west,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",inter-nondenominational,yes,NA,hardly any
p00145,2024,1803,0.4600747907694174,25,female,white,"mexican, mexican american, chicano/a",bachelor's,"$90,000 to $109,999",2,middle class,south,NA,"independent, close to republican","moderate, middle of the road",protestant,no,NA,NA
p00146,2022,281,4.859422008458521,68,female,white,not hispanic,associate/junior college,"$3,000 to $3,999",2,middle class,west,central city of 12 largest smsas,"independent (neither, no response)",slightly liberal,protestant,yes,NA,NA
p00147,2022,919,2.8692445100485195,68,male,black or african american,not hispanic,high school,"$3,000 to $3,999",NA,middle class,south,central city of 12 largest smsas,strong democrat,extremely liberal,protestant,yes,strong,only some
p00148,2024,2715,0.9270711912113764,38,male,white,not hispanic,associate/junior college,"$90,000 to $109,999",NA,middle class,midwest,NA,"independent (neither, no response)",slightly conservative,christian,yes,NA,a great deal
p00149,2022,36,0.9175894611265457,46,male,white,not hispanic,associate/junior college,"$40,000 to $49,999",NA,working class,northeast,NA,not very strong democrat,slightly liberal,catholic,no,not very strong,NA
p00150,2022,3241,5.360122892845243,65,female,white,not hispanic,associate/junior college,"$40,000 to $49,999",1,working class,south,suburbs of the remaining 100 largest smsas,not very strong republican,"moderate, middle of the road",protestant,yes,strong,NA
p00151,2018,227,2.3241787500482434,49,male,hispanic,"mexican, mexican american, chicano/a",less than high school,"$30,000 to $34,999",6,middle class,west,suburbs of the remaining 100 largest smsas,"independent, close to democrat",liberal,catholic,no,strong,NA
p00152,2022,120,5.567478147011035,20,female,black or african american,not hispanic,high school,"$30,000 to $34,999",NA,working class,northeast,central city of 12 largest smsas,not very strong democrat,extremely liberal,christian,yes,somewhat strong (vol.),a great deal
p00153,2022,1374,0.2652225319777974,88,male,white,not hispanic,high school,"$22,500 to $24,999",NA,middle class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly liberal,catholic,no,NA,NA
p00154,2021,4309,1.3590446139493153,45,male,white,not hispanic,high school,"$75,000 to $89,999",4,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,liberal,none,NA,NA,NA
p00155,2024,1975,0.7297093397530462,72,male,white,not hispanic,high school,"$50,000 to $59,999",2,working class,northeast,NA,strong democrat,slightly liberal,catholic,no,not very strong,a great deal
p00156,2022,2864,0.7926407167567899,50,female,white,not hispanic,associate/junior college,"$90,000 to $109,999",2,working class,south,"other urban (counties having towns of 10,000 or more)",strong republican,slightly liberal,christian,no,not very strong,only some
p00157,2018,1515,1.2926030195126788,50,female,white,not hispanic,less than high school,"$30,000 to $34,999",2,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",protestant,yes,strong,NA
p00158,2024,1723,0.8218457883153961,51,female,white,not hispanic,high school,"$60,000 to $74,999",NA,working class,south,NA,strong republican,conservative,protestant,yes,not very strong,only some
p00159,2021,3844,0.7986678086070983,69,female,white,not hispanic,high school,"$25,000 to $29,999",2,middle class,west,suburbs of the remaining 100 largest smsas,strong republican,conservative,protestant,yes,NA,hardly any
p00160,2024,607,6.330129957922701,28,male,white,not hispanic,graduate,"$40,000 to $49,999",3,upper class,northeast,NA,not very strong republican,extremely conservative,protestant,yes,NA,only some
p00161,2018,218,2.706433669814065,50,male,hispanic,"another hispanic, latino, or spanish origin",less than high school,"$5,000 to $5,999",5,middle class,west,central city of the remainder of the 100 largest smsas,"independent (neither, no response)",slightly liberal,none,yes,no religion,only some
p00162,2024,1817,1.218054610881167,25,male,white,not hispanic,associate/junior college,"$130,000 to $149,999",NA,middle class,south,NA,"independent, close to republican",conservative,none,no,NA,hardly any
p00163,2021,702,0.48871247762232006,55,female,white,not hispanic,graduate,"$90,000 to $109,999",NA,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",protestant,yes,NA,only some
p00164,2021,2168,4.505430248650163,27,male,white,not hispanic,high school,"$50,000 to $59,999",6,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,none,no,NA,a great deal
p00165,2024,2852,3.5955076698128874,42,female,white,not hispanic,high school,"$130,000 to $149,999",6,working class,west,NA,strong republican,conservative,protestant,no,NA,only some
p00166,2018,68,1.2608112329829957,59,female,black or african american,not hispanic,high school,"$150,000 to $169,999",2,working class,northeast,central city of 12 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,strong,hardly any
p00167,2022,2166,5.2100154733627155,81,male,white,not hispanic,high school,"$75,000 to $89,999",NA,middle class,south,"other rural (counties having no towns of 10,000 or more)",other party,conservative,protestant,yes,strong,a great deal
p00168,2018,1054,1.053294124956212,22,male,white,not hispanic,high school,"$10,000 to $12,499",2,working class,south,suburbs of the remaining 100 largest smsas,strong democrat,liberal,catholic,no,not very strong,a great deal
p00169,2021,303,1.5374353109603345,25,male,white,not hispanic,bachelor's,"$3,000 to $3,999",3,middle class,midwest,central city of the remainder of the 100 largest smsas,strong democrat,extremely liberal,protestant,NA,NA,NA
p00170,2024,613,4.021706027688932,65,female,white,not hispanic,associate/junior college,"$40,000 to $49,999",2,working class,northeast,NA,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,a great deal
p00171,2024,2678,0.6456065794580531,56,male,white,not hispanic,high school,"$90,000 to $109,999",2,working class,midwest,NA,strong republican,conservative,protestant,no,NA,only some
p00172,2021,2397,0.9115945062929981,67,male,white,not hispanic,graduate,"$170,000 or over",2,middle class,west,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,NA,NA,NA
p00173,2024,2078,1.2470307523180477,63,female,white,not hispanic,high school,"$15,000 to $17,499",3,middle class,midwest,NA,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,only some
p00174,2022,1845,0.7129177898208365,60,male,white,not hispanic,associate/junior college,"$170,000 or over",2,upper class,west,"other urban (counties having towns of 10,000 or more)",strong republican,slightly conservative,catholic,no,not very strong,NA
p00175,2022,1736,2.5841438968702684,24,female,white,"mexican, mexican american, chicano/a",associate/junior college,"$50,000 to $59,999",2,lower class,south,central city of the remainder of the 100 largest smsas,"independent, close to republican",conservative,catholic,yes,strong,hardly any
p00176,2021,2160,1.245243599026541,35,female,white,not hispanic,high school,"$110,000 to $129,999",4,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",extremely liberal,none,no,NA,a great deal
p00177,2021,4342,0.6049384369311668,68,male,white,not hispanic,graduate,"$90,000 to $109,999",2,middle class,south,suburbs of the remaining 100 largest smsas,not very strong democrat,liberal,none,no,NA,a great deal
p00178,2022,568,0.4232727662040692,52,male,white,not hispanic,graduate,"$170,000 or over",1,upper class,northeast,suburbs of 12 largest smsas,"independent, close to democrat",slightly liberal,none,no,NA,a great deal
p00179,2024,2600,0.22099773622092309,45,female,white,not hispanic,associate/junior college,"$75,000 to $89,999",1,working class,midwest,NA,"independent (neither, no response)","moderate, middle of the road",catholic,no,NA,NA
p00180,2021,444,1.3792105977990332,44,male,white,not hispanic,high school,"$110,000 to $129,999",4,middle class,midwest,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly liberal,none,NA,NA,NA
p00181,2024,1039,6.394315704851144,25,male,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,midwest,NA,not very strong republican,slightly conservative,catholic,yes,NA,only some
p00182,2024,1469,2.155637714259012,60,male,white,not hispanic,bachelor's,"$170,000 or over",2,middle class,west,NA,"independent (neither, no response)",slightly conservative,none,no,NA,a great deal
p00183,2024,2609,0.42600691481712705,32,female,black or african american,not hispanic,less than high school,"$3,000 to $3,999",NA,lower class,midwest,NA,"independent (neither, no response)","moderate, middle of the road",christian,no,NA,only some
p00184,2022,1867,0.9861993700880584,51,female,white,not hispanic,bachelor's,"$30,000 to $34,999",NA,working class,midwest,suburbs of the remaining 100 largest smsas,strong democrat,"moderate, middle of the road",catholic,no,not very strong,a great deal
p00185,2021,366,2.2807634872063365,47,male,white,not hispanic,high school,"$170,000 or over",5,middle class,south,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,catholic,no,NA,only some
p00186,2018,1856,1.6493889055813586,67,female,white,not hispanic,high school,"$170,000 or over",2,upper class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",slightly conservative,protestant,no,strong,a great deal
p00187,2024,1635,0.5847038359046189,74,male,white,not hispanic,high school,"$90,000 to $109,999",NA,middle class,midwest,NA,"independent, close to democrat","moderate, middle of the road",protestant,no,not very strong,NA
p00188,2018,637,2.4704276611322293,28,female,some other race,"mexican, mexican american, chicano/a",high school,"$60,000 to $74,999",3,working class,south,suburbs of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",catholic,no,not very strong,a great deal
p00189,2022,1535,6.151124309579466,32,male,white,not hispanic,high school,"$110,000 to $129,999",3,working class,south,suburbs of the remaining 100 largest smsas,not very strong democrat,conservative,christian,yes,NA,NA
p00190,2021,4158,1.8042406518614333,30,male,white,not hispanic,associate/junior college,"$60,000 to $74,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",catholic,no,NA,a great deal
